code,display_name,city,raw_name
IDM00096565,Putussibau,Putussibau,PUTUSSIBAU/PAGSUMA
IDM00096581,Pontianak,Pontianak,PONTIANAK/SUPADIO
IDM00096595,Muara Teweh,Muara Teweh,MUARA TEWEH/BERINGIN
IDM00096607,Samarinda,Samarinda,SAMARINDA/TEMINDUNG
IDM00096633,Balikpapan (Balikpapan/Sepinggan),Balikpapan,BALIKPAPAN/SEPINGGAN
IDM00096645,Pangkalan Bun,Pangkalan Bun,PANGKALAN BUN/ISKANDAR
IDM00096655,Palangka Raya,Palangka Raya,PALANGKA RAYA/TJILIK RIWUT
IDM00096685,Banjarmasin,Banjarmasin,BANJARMASIN/SYAMSUDIN NOOR
IDM00096737,Serang,Serang,SERANG
IDM00096739,Curug,Curug,CURUG/BUDIARTO
IDM00096749,Jakarta,Jakarta,JAKARTA/SOEKARNO-HATTA
IDM00096791,Cirebon,Cirebon,CIREBON/JATIWANGI
IDM00096797,Tegal,Tegal,TEGAL
IDM00096805,Cilacap (Cilacap),Cilacap,CILACAP
IDM00096839,Semarang,Semarang,SEMARANG/AHMAD YANI
IDM00096925,Sangkapura (Bawean Is.) (Sangkapura (Bawean Is.)),Sangkapura (Bawean Is.),SANGKAPURA (BAWEAN IS.)
IDM00096935,Juanda Surabaya,Juanda Surabaya,JUANDA SURABAYA
IDM00096973,Kalianget (Madura Is),Kalianget (Madura Is),KALIANGET (MADURA IS)
IDM00096987,Banyuwangi,Banyuwangi,BANYUWANGI
IDM00097008,Naha,Naha,NAHA/TAHUNA
IDM00097014,Menado,Menado,MENADO/ SAM RATULANGI
IDM00097028,Toli-Toli,Toli-Toli,TOLI-TOLI/LALOS
IDM00097048,Gorontalo,Gorontalo,GORONTALO/JALALUDDIN
IDM00097072,Palu,Palu,PALU/MUTIARA
IDM00097086,Luwuk,Luwuk,LUWUK/BUBUNG
IDM00097096,Poso,Poso,POSO/KASIGUNCU
IDM00097120,Majene,Majene,MAJENE
IDM00097180,Ujung Pandang,Ujung Pandang,UJUNG PANDANG/HASANUDDIN
IDM00097192,Bau-Bau,Bau-Bau,BAU-BAU/BETO AMBARI
IDM00097230,Denpasar,Denpasar,DENPASAR/NGURAH RAI
IDM00097240,Praya Lombok,Praya Lombok,PRAYA LOMBOK
IDM00097260,Sumbawa Besar,Sumbawa Besar,SUMBAWA BESAR/BRANGBIJI
IDM00097270,Bima,Bima,BIMA/M.SALAHUDDIN
IDM00097300,Maumere,Maumere,MAUMERE/WAI OTI
IDM00097340,Waingapu (Waingapu/Mau Hau),Waingapu,WAINGAPU/MAU HAU
IDM00097372,Kupang,Kupang,KUPANG/ELTARI
IDM00097430,Ternate,Ternate,TERNATE/BABULLAH
IDM00097460,Labuha,Labuha,LABUHA/OESMAN SADIK
IDM00097502,Deo Sorong,Deo Sorong,DEO SORONG
IDM00097530,Manokwari,Manokwari,MANOKWARI/RENDANI
IDM00097560,Biak,Biak,BIAK/FRANS KAISIEPO
IDM00097600,Sanana,Sanana,SANANA
IDM00097686,Wamena,Wamena,WAMENA
IDM00097690,Jayapura (Jayapura/Sentani),Jayapura,JAYAPURA/SENTANI
IDM00097724,Ambon,Ambon,AMBON/PATTIMURA
IDM00097748,Geser,Geser,GESER
IDM00097760,Kaimana,Kaimana,KAIMANA/UTAROM
IDM00097810,Tual,Tual,TUAL/DUMATUBUN
IDM00097876,Tanah Merah,Tanah Merah,TANAH MERAH
IDM00097900,Saumlaki,Saumlaki,SAUMLAKI/OLILIT
IDM00097980,Merauke,Merauke,MERAUKE/MOPAH
INM00042027,Srinagar (42027-0),Srinagar (42027-0),SRINAGAR (42027-0)
INM00042056,Jammu,Jammu,JAMMU
INM00042071,Amritsar,Amritsar,AMRITSAR
INM00042079,Sundernagar,Sundernagar,SUNDERNAGAR
INM00042101,Patiala,Patiala,PATIALA
INM00042103,Ambala,Ambala,AMBALA
INM00042111,Dehradun,Dehradun,DEHRADUN
INM00042123,Ganganagar,Ganganagar,GANGANAGAR
INM00042170,Churu,Churu,CHURU
INM00042182,New Delhi,New Delhi,NEW DELHI/SAFDARJUNG
INM00042189,Bareilly,Bareilly,BAREILLY
INM00042220,Pasighat,Pasighat,PASIGHAT
INM00042273,Bahraich,Bahraich,BAHRAICH
INM00042299,Gangtok,Gangtok,GANGTOK
INM00042314,Dibrugarh ,Dibrugarh ,DIBRUGARH /MOHANBARI
INM00042328,Jaisalmer,Jaisalmer,JAISALMER
INM00042339,Jodhpur,Jodhpur,JODHPUR
INM00042348,Jaipur ,Jaipur ,JAIPUR / SANGANER
INM00042361,Gwalior,Gwalior,GWALIOR
INM00042369,Lucknow,Lucknow,LUCKNOW/AMAUSI
INM00042379,Gorakhpur,Gorakhpur,GORAKHPUR
INM00042399,Jalpaiguri,Jalpaiguri,JALPAIGURI
INM00042410,Guwahati,Guwahati,GUWAHATI
INM00042435,Barmer,Barmer,BARMER
INM00042452,Kota Aerodrome,Kota Aerodrome,KOTA AERODROME
INM00042474,Allahabad,Allahabad,ALLAHABAD/GHOORPUR
INM00042492,Patna,Patna,PATNA
INM00042498,Bhagalpur,Bhagalpur,BHAGALPUR
INM00042516,Shillong,Shillong,SHILLONG
INM00042539,Deesa,Deesa,DEESA
INM00042542,Udaipur Dabok,Udaipur Dabok,UDAIPUR DABOK
INM00042591,Gaya (42591-0),Gaya (42591-0),GAYA (42591-0)
INM00042623,Imphal,Imphal,IMPHAL/TULIHAL
INM00042634,Bhuj-Rudramata,Bhuj-Rudramata,BHUJ-RUDRAMATA
INM00042647,Ahmadabad,Ahmadabad,AHMADABAD
INM00042667,Bhopal (Bhopal/Bairaghar),Bhopal,BHOPAL/BAIRAGHAR
INM00042675,Jabalpur,Jabalpur,JABALPUR
INM00042701,M.O. Ranchi,M.O. Ranchi,M.O. RANCHI
INM00042706,Bankura,Bankura,BANKURA
INM00042724,Agartala,Agartala,AGARTALA
INM00042726,Lengpui,Lengpui,LENGPUI
INM00042798,Jamshedpur (42798-0),Jamshedpur (42798-0),JAMSHEDPUR (42798-0)
INM00042809,Kolkata,Kolkata,KOLKATA/DUM DUM
INM00042867,Nagpur Sonegaon,Nagpur Sonegaon,NAGPUR SONEGAON
INM00042874,Pbo Raipur,Pbo Raipur,PBO RAIPUR
INM00042886,Jharsiguda,Jharsiguda,JHARSIGUDA
INM00042971,Bhubaneshwar,Bhubaneshwar,BHUBANESHWAR
INM00043003,Bombay ,Bombay ,BOMBAY / SANTACRUZ
INM00043041,Jagdalpur,Jagdalpur,JAGDALPUR
INM00043049,Gopalpur,Gopalpur,GOPALPUR
INM00043063,Pune,Pune,PUNE
INM00043086,Ramgundam,Ramgundam,RAMGUNDAM
INM00043110,Ratnagiri,Ratnagiri,RATNAGIRI
INM00043128,Hyderabad Airport (Hyderabad Airport),Hyderabad Airport,HYDERABAD AIRPORT
INM00043150,Vishakhapatnam (Vishakhapatnam/Waltair),Vishakhapatnam,VISHAKHAPATNAM/WALTAIR
INM00043185,Machilipatnam,Machilipatnam,MACHILIPATNAM/FRANCHPET
INM00043192,Goa,Goa,GOA/PANJIM
INM00043201,Gadag,Gadag,GADAG
INM00043285,Mangalore,Mangalore,MANGALORE/PANAMBUR
INM00043295,Bengaluru,Bengaluru,BENGALURU
INM00043311,Aminidivi,Aminidivi,AMINIDIVI
INM00043333,Port Blair (Port Blair),Port Blair,PORT BLAIR
INM00043346,Karaikal,Karaikal,KARAIKAL
INM00043353,Cochin,Cochin,COCHIN/WILLINGDON
INM00043369,Minicoy,Minicoy,MINICOY
INM00043371,Thiruvananthapuram (43371-0 (Thiruvananthapuram (43371-0),Thiruvananthapuram (43371-0,THIRUVANANTHAPURAM (43371-0
IRM00040706,Tabriz,Tabriz,TABRIZ
IRM00040738,Gorgan,Gorgan,GORGAN
IRM00040745,Mashhad,Mashhad,MASHHAD
IRM00040754,Tehran-Mehrabad,Tehran-Mehrabad,TEHRAN-MEHRABAD
IRM00040766,Kermanshah,Kermanshah,KERMANSHAH
IRM00040800,Esfahan,Esfahan,ESFAHAN
IRM00040809,Birjand,Birjand,BIRJAND
IRM00040811,Ahwaz,Ahwaz,AHWAZ
IRM00040841,Kerman,Kerman,KERMAN
IRM00040848,Shiraz,Shiraz,SHIRAZ
IRM00040856,Zahedan,Zahedan,ZAHEDAN
IRM00040875,Bandarabbass,Bandarabbass,BANDARABBASS
ISM00040186,Ashdod North,Ashdod North,ASHDOD NORTH
ITM00016045,Udine,Udine,UDINE/RIVOLTO
ITM00016064,Novara,Novara,NOVARA/CAMERI
ITM00016080,Milano,Milano,MILANO/LINATE (16080-0)
ITM00016113,Cuneo-Levaldigi Rds,Cuneo-Levaldigi Rds,CUNEO-LEVALDIGI RDS
ITM00016144,S. Pietro Capofiume Rds (S. Pietro Capofiume Rds),S. Pietro Capofiume Rds,S. PIETRO CAPOFIUME RDS
ITM00016245,Pratica Di Mare,Pratica Di Mare,PRATICA DI MARE
ITM00016320,Brindisi,Brindisi,BRINDISI
ITM00016332,Lecce (16332-0),Lecce (16332-0),LECCE (16332-0)
ITM00016429,Trapani Birgi (Trapani Birgi),Trapani Birgi,TRAPANI BIRGI
ITM00016546,Decimomannu,Decimomannu,DECIMOMANNU
IVM00065548,Man,Man,MAN
IVM00065578,Abidjan,Abidjan,ABIDJAN
IZM00040650,Baghdad Int. Airport (Baghdad Int. Airport),Baghdad Int. Airport,BAGHDAD INT. AIRPORT
JAM00047401,Wakkanai,Wakkanai,WAKKANAI
JAM00047412,Sapporo (Sapporo),Sapporo,SAPPORO
JAM00047418,Kushiro (47418-0),Kushiro (47418-0),KUSHIRO (47418-0)
JAM00047580,Misawa Ab,Misawa Ab,MISAWA AB
JAM00047582,Akita (47582-0),Akita (47582-0),AKITA (47582-0)
JAM00047600,Wajima,Wajima,WAJIMA
JAM00047646,Tateno,Tateno,TATENO
JAM00047678,Hachijojima,Hachijojima,HACHIJOJIMA
JAM00047741,Matsue,Matsue,MATSUE
JAM00047778,Shionomisaki (47778-0),Shionomisaki (47778-0),SHIONOMISAKI (47778-0)
JAM00047807,Fukuoka,Fukuoka,FUKUOKA
JAM00047827,Kagoshima,Kagoshima,KAGOSHIMA
JAM00047909,Naze,Naze,NAZE
JAM00047911,Yonaguni Airport (Yonaguni Airport),Yonaguni Airport,YONAGUNI AIRPORT
JAM00047918,Ishigakijima,Ishigakijima,ISHIGAKIJIMA
JAM00047945,Minamidaitojima,Minamidaitojima,MINAMIDAITOJIMA
JAM00047971,Chichijima,Chichijima,CHICHIJIMA
JAM00047991,Minamitorishima,Minamitorishima,MINAMITORISHIMA
JMM00078397,Windsor,Windsor,WINDSOR
JNM00001001,Jan Mayen,Jan Mayen,JAN MAYEN
JOM00040265,Mafraq,Mafraq,MAFRAQ
KEM00063612,Lodwar,Lodwar,LODWAR
KEM00063741,Dagoretti Corner,Dagoretti Corner,DAGORETTI CORNER
KNM00047058,Pyongyang,Pyongyang,PYONGYANG
KRM00091610,Tarawa,Tarawa,TARAWA
KSM00047090,Sokcho,Sokcho,SOKCHO
KSM00047098,Dongducheon,Dongducheon,DONGDUCHEON
KSM00047113,Incheon Int'L Airport (Incheon Int'L Airport),Incheon Int'L Airport,INCHEON INT'L AIRPORT
KSM00047122,Osan Ab,Osan Ab,OSAN AB
KSM00047132,Anmyeondo,Anmyeondo,ANMYEONDO
KSM00047135,Chupungnyeong,Chupungnyeong,CHUPUNGNYEONG
KSM00047138,Pohang,Pohang,POHANG
KSM00047155,Changwon,Changwon,CHANGWON
KSM00047158,Gwangju Ab,Gwangju Ab,GWANGJU AB
KSM00047169,Heuksando,Heuksando,HEUKSANDO
KSM00047186,National Typhoon Center,National Typhoon Center,NATIONAL TYPHOON CENTER
KSM00047230,Deokjeokbukri,Deokjeokbukri,DEOKJEOKBUKRI
KUM00040582,Kuwait International Airpor (Kuwait International Airpor),Kuwait International Airpor,KUWAIT INTERNATIONAL AIRPOR
KZM00028951,Kostanai As,Kostanai As,KOSTANAI AS
KZM00035229,Aktobe,Aktobe,AKTOBE
KZM00035394,Karaganda,Karaganda,KARAGANDA
KZM00035671,Zhezkazgan,Zhezkazgan,ZHEZKAZGAN
KZM00035700,Atyrau,Atyrau,ATYRAU
KZM00036003,Pavlodar,Pavlodar,PAVLODAR
KZM00036872,Almaty As,Almaty As,ALMATY AS
KZM00038064,Ams Tasboget,Ams Tasboget,AMS TASBOGET/KYZYLORDA AS
KZM00038341,Taraz,Taraz,TARAZ
KZM00073110,"Shearwater Ua, Ns","Shearwater Ua, Ns","SHEARWATER UA, NS"
LGM00026435,Skriveri,Skriveri,SKRIVERI
LHM00026629,Kaunas (26629-0),Kaunas (26629-0),KAUNAS (26629-0)
LOM00011952,Poprad-Ganovce,Poprad-Ganovce,POPRAD-GANOVCE
MAM00067027,Mahajanga,Mahajanga,MAHAJANGA
MAM00067083,Antananarivo,Antananarivo,ANTANANARIVO/IVATO
MAM00067095,Toamasina,Toamasina,TOAMASINA
MAM00067197,Taolagnaro,Taolagnaro,TAOLAGNARO
MGM00044212,Ulaangom,Ulaangom,ULAANGOM
MGM00044231,Muren,Muren,MUREN
MGM00044292,Ulaanbaatar,Ulaanbaatar,ULAANBAATAR
MGM00044373,Dalanzadgad,Dalanzadgad,DALANZADGAD
MLM00048811,Dien Bien,Dien Bien,DIEN BIEN
MLM00061265,Mopti,Mopti,MOPTI
MLM00061291,Bamako,Bamako,BAMAKO/SENOU
MOM00060155,Casablanca,Casablanca,CASABLANCA
MOM00060191,Beni Mellal Sidi Jaber,Beni Mellal Sidi Jaber,BENI MELLAL SIDI JABER
MOM00060253,Taroudant,Taroudant,TAROUDANT
MPM00061995,Vacoas (Mauritius),Vacoas (Mauritius),VACOAS (MAURITIUS)
MRM00061415,Nouadhibou,Nouadhibou,NOUADHIBOU
MRM00061442,Nouakchott ,Nouakchott ,NOUAKCHOTT / OUMTOUNSY
MUM00041256,Muscat Int'L Airport (Muscat Int'L Airport),Muscat Int'L Airport,MUSCAT INT'L AIRPORT
MUM00041316,Salalah Airport (Salalah Airport),Salalah Airport,SALALAH AIRPORT
MVM00043599,Gan,Gan,GAN
MXM00076225,Chihuahua; Chih.,Chihuahua; Chih.,CHIHUAHUA; CHIH.
MXM00076256,Empalme; Son.,Empalme; Son.,EMPALME; SON.
MXM00076394,Aerop.Internacional Monterr,Aerop.Internacional Monterr,AEROP.INTERNACIONAL MONTERR
MXM00076405,La Paz; Bcs,La Paz; Bcs,LA PAZ; BCS
MXM00076458,Colonia Juan Carrasco Mazat,Colonia Juan Carrasco Mazat,COLONIA JUAN CARRASCO MAZAT
MXM00076526,Zacatecas Sondeo,Zacatecas Sondeo,ZACATECAS SONDEO
MXM00076595,Cancun,Cancun,CANCUN
MXM00076612,Guadalajara; Jal.,Guadalajara; Jal.,GUADALAJARA; JAL.
MXM00076644,Aerop.Internacional Merida;,Aerop.Internacional Merida;,AEROP.INTERNACIONAL MERIDA;
MXM00076654,Manzanillo; Col.,Manzanillo; Col.,MANZANILLO; COL.
MXM00076679,Aerop. Internacional Mexico,Aerop. Internacional Mexico,AEROP. INTERNACIONAL MEXICO
MXM00076692,Hacienda Ylang Ylang Veracr,Hacienda Ylang Ylang Veracr,HACIENDA YLANG YLANG VERACR
MXM00076743,Villahermosa; Tab.,Villahermosa; Tab.,VILLAHERMOSA; TAB.
MXM00076805,Acapulco; Gro. (Acapulco; Gro.),Acapulco; Gro.,ACAPULCO; GRO.
MXM00076903,Tapachula; Chis (Tapachula; Chis),Tapachula; Chis,TAPACHULA; CHIS
MYM00048601,Penang,Penang,PENANG/BAYAN LEPAS
MYM00048615,Kota Bharu,Kota Bharu,KOTA BHARU
MYM00048650,Kuala Lumpur International (Kuala Lumpur International),Kuala Lumpur International,KUALA LUMPUR INTERNATIONAL
MYM00048657,Kuantan,Kuantan,KUANTAN
MYM00096413,Kuching,Kuching,KUCHING
MYM00096441,Bintulu,Bintulu,BINTULU
MYM00096471,Kota Kinabalu,Kota Kinabalu,KOTA KINABALU
MYM00096481,Tawau,Tawau,TAWAU
NCM00091592,Noumea (Nlle-Caledonie),Noumea (Nlle-Caledonie),NOUMEA (NLLE-CALEDONIE)
NFM00094996,Norfolk Island Aero,Norfolk Island Aero,NORFOLK ISLAND AERO
NGM00061024,Agadez,Agadez,AGADEZ
NGM00061052,Niamey-Aero,Niamey-Aero,NIAMEY-AERO
NHM00091557,Bauerfield (Efate),Bauerfield (Efate),BAUERFIELD (EFATE)
NIM00065046,Kano,Kano,KANO
NIM00065202,Lagos,Lagos,LAGOS/OSHODI
NIM00065257,Enugu,Enugu,ENUGU
NLM00006260,Radar 6260 [181] [Nl],Radar 6260 [181] [Nl],RADAR 6260 [181] [NL]
NNM00078866,Juliana Airport; St. Maarte (Juliana Airport; St. Maarte),Juliana Airport; St. Maarte,JULIANA AIRPORT; ST. MAARTE
NOM00001010,Andoya,Andoya,ANDOYA
NOM00001241,Orland Iii,Orland Iii,ORLAND III
NOM00001400,Ekofisk,Ekofisk,EKOFISK
NOM00001415,Stavanger,Stavanger,STAVANGER/SOLA
NOM00001492,Oslo-Blindern,Oslo-Blindern,OSLO-BLINDERN
NZM00093112,Whenuapai (Whenuapai),Whenuapai,WHENUAPAI
NZM00093417,Paraparaumu Aerodrome (Paraparaumu Aerodrome),Paraparaumu Aerodrome,PARAPARAUMU AERODROME
NZM00093817,Lauder Observatory,Lauder Observatory,LAUDER OBSERVATORY
NZM00093844,Invercargill Airport (Invercargill Airport),Invercargill Airport,INVERCARGILL AIRPORT
NZM00093997,Raoul Island,Raoul Island,RAOUL ISLAND
PAM00086218,Aeropuerto Silvio Pettiross,Aeropuerto Silvio Pettiross,AEROPUERTO SILVIO PETTIROSS
PEM00084628,Lima,Lima,LIMA/CALLAO
PFM00059981,Xisha Dao,Xisha Dao,XISHA DAO
PKM00041506,Chitral,Chitral,CHITRAL
PKM00041515,Drosh,Drosh,DROSH
PKM00041516,Gilgit,Gilgit,GILGIT
PKM00041529,Peshawar,Peshawar,PESHAWAR
PKM00041598,Jhelum,Jhelum,JHELUM
PKM00041600,Sialkot,Sialkot,SIALKOT
PKM00041624,Dera Ismail Khan,Dera Ismail Khan,DERA ISMAIL KHAN
PKM00041640,Lahore City,Lahore City,LAHORE CITY
PKM00041675,Multan,Multan,MULTAN
PKM00041678,Bahawalnagar,Bahawalnagar,BAHAWALNAGAR
PKM00041715,Jacobabad,Jacobabad,JACOBABAD
PKM00041718,Khanpur,Khanpur,KHANPUR
PKM00041749,Nawabshah,Nawabshah,NAWABSHAH
PKM00041764,Hyderabad,Hyderabad,HYDERABAD
PKM00041768,Chhor,Chhor,CHHOR
PKM00041780,Karachi Airport (Karachi Airport),Karachi Airport,KARACHI AIRPORT
PLM00012120,Leba,Leba,LEBA
PLM00012374,Legionowo,Legionowo,LEGIONOWO
PLM00012425,Wroclaw-Starachowice,Wroclaw-Starachowice,WROCLAW-STARACHOWICE
PLM00012575,Tarnow,Tarnow,TARNOW
PMM00078807,Corozal Oeste,Corozal Oeste,COROZAL OESTE
POM00008508,Lajes (Acores) (8508-0),Lajes (Acores) (8508-0),LAJES (ACORES) (8508-0)
POM00008522,Funchal,Funchal,FUNCHAL
POM00008536,Lisboa,Lisboa,LISBOA/PORTELA
PSM00091408,Koror,Koror,KOROR/CAROLINE IS.
QAM00041169,Hamad International Airport (Hamad International Airport),Hamad International Airport,HAMAD INTERNATIONAL AIRPORT
REM00061980,Saint-Denis,Saint-Denis,SAINT-DENIS/GILLOT (REUNION
RIM00013275,Beograd,Beograd,BEOGRAD/KOSUTNJAK
RIM00013295,Negotin,Negotin,NEGOTIN
RIM00013369,Sjenica,Sjenica,SJENICA
RIM00013388,Nis,Nis,NIS
RMM00091366,Kwajalein,Kwajalein,KWAJALEIN/BUCHOLZ AAF; MARS
RMM00091376,Majuro,Majuro,MAJURO/MARSHALL IS. INTNL.
ROM00015420,Bucuresti Baneasa,Bucuresti Baneasa,BUCURESTI BANEASA
RPM00098223,Laoag,Laoag,LAOAG
RPM00098233,Tuguegarao,Tuguegarao,TUGUEGARAO
RPM00098328,Baguio,Baguio,BAGUIO
RPM00098433,Tanay,Tanay,TANAY
RPM00098444,Legaspi,Legaspi,LEGASPI
RPM00098558,Guiuan,Guiuan,GUIUAN
RPM00098618,Puerto Princesa,Puerto Princesa,PUERTO PRINCESA
RPM00098646,Mactan,Mactan,MACTAN
RPM00098747,Lumbia Airport (Lumbia Airport),Lumbia Airport,LUMBIA AIRPORT
RPM00098753,Davao Airport (Davao Airport),Davao Airport,DAVAO AIRPORT
RQM00078526,Pr San Juan,Pr San Juan,PR SAN JUAN/INT.; PUERTO RICO
RSM00020046,Polargmo Im. E.T. Krenkelja,Polargmo Im. E.T. Krenkelja,POLARGMO IM. E.T. KRENKELJA
RSM00020292,Gmo Im.E.K. Fedorova,Gmo Im.E.K. Fedorova,GMO IM.E.K. FEDOROVA
RSM00020674,Ostrov Dikson,Ostrov Dikson,OSTROV DIKSON
RSM00020744,Malye Karmakuly (20744-0),Malye Karmakuly (20744-0),MALYE KARMAKULY (20744-0)
RSM00021824,Tiksi,Tiksi,TIKSI
RSM00021946,Chokurdah,Chokurdah,CHOKURDAH
RSM00022008,Murmansk (Rs),Murmansk (Rs),MURMANSK (RS)
RSM00022217,Kandalaksha,Kandalaksha,KANDALAKSHA
RSM00022271,Shojna,Shojna,SHOJNA
RSM00022522,Kem,Kem,KEM
RSM00022543,Arhangel'Sk (22543-0),Arhangel'Sk (22543-0),ARHANGEL'SK (22543-0)
RSM00022820,Petrozavodsk,Petrozavodsk,PETROZAVODSK
RSM00022845,Kargopol,Kargopol,KARGOPOL
RSM00023078,Noril'Sk,Noril'Sk,NORIL'SK
RSM00023205,Nar'Jan-Mar,Nar'Jan-Mar,NAR'JAN-MAR
RSM00023330,Salehard,Salehard,SALEHARD
RSM00023415,Pechora (23415-0),Pechora (23415-0),PECHORA (23415-0)
RSM00023472,Turuhansk,Turuhansk,TURUHANSK
RSM00023802,Syktyvkar (23802-0),Syktyvkar (23802-0),SYKTYVKAR (23802-0)
RSM00023884,Bor,Bor,BOR
RSM00023921,Ivdel,Ivdel,IVDEL
RSM00023933,Hanty-Mansijsk,Hanty-Mansijsk,HANTY-MANSIJSK
RSM00023955,Aleksandrovskoe,Aleksandrovskoe,ALEKSANDROVSKOE
RSM00024122,Olenek (Rs),Olenek (Rs),OLENEK (RS)
RSM00024266,Verhojansk,Verhojansk,VERHOJANSK
RSM00024343,Zhigansk,Zhigansk,ZHIGANSK
RSM00024507,Tura (24507-0),Tura (24507-0),TURA (24507-0)
RSM00024641,Viljujsk,Viljujsk,VILJUJSK
RSM00024688,Ojmjakon,Ojmjakon,OJMJAKON
RSM00024726,Mirnvy,Mirnvy,MIRNVY
RSM00024908,Vanavara,Vanavara,VANAVARA
RSM00024947,Olekminsk (Rs),Olekminsk (Rs),OLEKMINSK (RS)
RSM00024959,Jakutsk,Jakutsk,JAKUTSK
RSM00025123,Cherskij,Cherskij,CHERSKIJ
RSM00025403,Zyryanka (Rs),Zyryanka (Rs),ZYRYANKA (RS)
RSM00025428,Omolon,Omolon,OMOLON
RSM00025703,Sejmchan,Sejmchan,SEJMCHAN
RSM00025913,Magadan,Magadan,MAGADAN
RSM00026075,St.Petersburg (Voejkovo) (R,St.Petersburg (Voejkovo) (R,ST.PETERSBURG (VOEJKOVO) (R
RSM00026298,Bologoe,Bologoe,BOLOGOE
RSM00026477,Velikie Luki,Velikie Luki,VELIKIE LUKI
RSM00026702,Kaliningrad,Kaliningrad,KALININGRAD
RSM00026708,Kaliningrad (Nizov'E),Kaliningrad (Nizov'E),KALININGRAD (NIZOV'E)
RSM00026781,Smolensk,Smolensk,SMOLENSK
RSM00027038,Vologda (27038-0),Vologda (27038-0),VOLOGDA (27038-0)
RSM00027199,Kirov (27199-0),Kirov (27199-0),KIROV (27199-0)
RSM00027594,Kazan'(Vyazovye),Kazan'(Vyazovye),KAZAN'(VYAZOVYE)
RSM00027707,Suhinichi,Suhinichi,SUHINICHI
RSM00027713,Moskva (Dolgoprudnyj) (Rs),Moskva (Dolgoprudnyj) (Rs),MOSKVA (DOLGOPRUDNYJ) (RS)
RSM00027730,Ryazan,Ryazan,RYAZAN
RSM00027962,Penza,Penza,PENZA
RSM00027995,Samara (Bezenchuk),Samara (Bezenchuk),SAMARA (BEZENCHUK)
RSM00028225,Perm' (28225-1),Perm' (28225-1),PERM' (28225-1)
RSM00028275,Tobol'Sk,Tobol'Sk,TOBOL'SK
RSM00028445,Ekaterinburg (Verhnee Dubro,Ekaterinburg (Verhnee Dubro,EKATERINBURG (VERHNEE DUBRO
RSM00028661,Kurgan,Kurgan,KURGAN
RSM00028695,Omsk (Rs),Omsk (Rs),OMSK (RS)
RSM00028722,Ufa-Dioma,Ufa-Dioma,UFA-DIOMA
RSM00029231,Kolpasevo,Kolpasevo,KOLPASEVO
RSM00029263,Enisejsk,Enisejsk,ENISEJSK
RSM00029282,Bogucany,Bogucany,BOGUCANY
RSM00029572,Emel' Yanovo,Emel' Yanovo,EMEL' YANOVO
RSM00029612,Barabinsk,Barabinsk,BARABINSK
RSM00029634,Novosibirsk,Novosibirsk,NOVOSIBIRSK
RSM00029698,Nizhneudinsk,Nizhneudinsk,NIZHNEUDINSK
RSM00029839,Barnaul (29839-0),Barnaul (29839-0),BARNAUL (29839-0)
RSM00029862,Abakan,Abakan,ABAKAN
RSM00030054,Vitim,Vitim,VITIM
RSM00030230,Kirensk,Kirensk,KIRENSK
RSM00030309,Bratsk,Bratsk,BRATSK
RSM00030372,Chara,Chara,CHARA
RSM00030557,Bagdarin (Rs),Bagdarin (Rs),BAGDARIN (RS)
RSM00030635,Ust'-Barguzin,Ust'-Barguzin,UST'-BARGUZIN
RSM00030673,Mogocha,Mogocha,MOGOCHA
RSM00030715,Angarsk,Angarsk,ANGARSK
RSM00030758,Chita,Chita,CHITA
RSM00030935,Krasnyj Chikoj,Krasnyj Chikoj,KRASNYJ CHIKOJ
RSM00030965,Borzya,Borzya,BORZYA
RSM00031004,Aldan,Aldan,ALDAN
RSM00031088,Ohotsk,Ohotsk,OHOTSK
RSM00031168,Ayan,Ayan,AYAN
RSM00031300,Zeja,Zeja,ZEJA
RSM00031369,Nikolaevsk-Na-Amure,Nikolaevsk-Na-Amure,NIKOLAEVSK-NA-AMURE
RSM00031510,Blagovescetnsk,Blagovescetnsk,BLAGOVESCETNSK
RSM00031538,Sutur,Sutur,SUTUR
RSM00031736,Habarovsk (31736-0),Habarovsk (31736-0),HABAROVSK (31736-0)
RSM00031770,Sovetskaya Gavan,Sovetskaya Gavan,SOVETSKAYA GAVAN
RSM00031873,Dal'Nerechensk,Dal'Nerechensk,DAL'NERECHENSK
RSM00031977,Vladivostok (Sad Gorod),Vladivostok (Sad Gorod),VLADIVOSTOK (SAD GOROD)
RSM00032061,Aleksandrovsk-Sahalinskij,Aleksandrovsk-Sahalinskij,ALEKSANDROVSK-SAHALINSKIJ
RSM00032098,Poronajsk,Poronajsk,PORONAJSK
RSM00032150,Juzhno-Sahalinsk,Juzhno-Sahalinsk,JUZHNO-SAHALINSK
RSM00032215,Severo-Kuril'Sk,Severo-Kuril'Sk,SEVERO-KURIL'SK
RSM00032389,Kljuchi,Kljuchi,KLJUCHI
RSM00032477,Sobolevo,Sobolevo,SOBOLEVO
RSM00032540,Petropavlovsk-Kamchatskij,Petropavlovsk-Kamchatskij,PETROPAVLOVSK-KAMCHATSKIJ
RSM00032618,Ostrov Beringa,Ostrov Beringa,OSTROV BERINGA
RSM00034009,Kursk,Kursk,KURSK
RSM00034122,Voronez (34122-0),Voronez (34122-0),VORONEZ (34122-0)
RSM00034172,Saratov (34170-1),Saratov (34170-1),SARATOV (34170-1)
