code,display_name,city,raw_name
ACM00078861,"Coolidge Field (Ua), Antigua and Barbuda",Coolidge Field (Ua),COOLIDGE FIELD (UA)
AEM00041217,"Abu Dhabi International Air, United Arab Emirates",Abu Dhabi International Air,ABU DHABI INTERNATIONAL AIR
AEXUAE05467,"Sharjah, United Arab Emirates",Sharjah,SHARJAH
AFM00040911,"Mazar-I-Sharif, Afghanistan",Mazar-I-Sharif,MAZAR-I-SHARIF
AFM00040913,"Kunduz, Afghanistan",Kunduz,KUNDUZ
AFM00040938,"Herat, Afghanistan",Herat,HERAT
AFM00040948,"Kabul Airport, Afghanistan",Kabul Airport,KABUL AIRPORT
AFM00040990,"Kandahar Airport, Afghanistan",Kandahar Airport,KANDAHAR AIRPORT
AGM00060355,"Skikda, Algeria",Skikda,SKIKDA
AGM00060360,"Annaba, Algeria",Annaba,ANNABA
AGM00060390,"Dar-El-Beida, Algeria",Dar-El-Beida,DAR-EL-BEIDA
AGM00060402,"Bejaia-Aeroport, Algeria",Bejaia-Aeroport,BEJAIA-AEROPORT
AGM00060419,"Constantine, Algeria",Constantine,CONSTANTINE
AGM00060425,"Chlef, Algeria",Chlef,CHLEF
AGM00060430,"Miliana, Algeria",Miliana,MILIANA
AGM00060445,"Setif, Algeria",Setif,SETIF
AGM00060475,"Tebessa, Algeria",Tebessa,TEBESSA
AGM00060490,"Oran-Senia, Algeria",Oran-Senia,ORAN-SENIA
AGM00060511,"Tiaret, Algeria",Tiaret,TIARET
AGM00060525,"Biskra, Algeria",Biskra,BISKRA
AGM00060535,"Djelfa, Algeria",Djelfa,DJELFA
AGM00060549,"Mecheria, Algeria",Mecheria,MECHERIA
AGM00060550,"El-Bayadh, Algeria",El-Bayadh,EL-BAYADH
AGM00060559,"El-Oued, Algeria",El-Oued,EL-OUED
AGM00060566,"Ghardaia, Algeria",Ghardaia,GHARDAIA
AGM00060571,"Bechar, Algeria",Bechar,BECHAR
AGM00060580,"Ouargla, Algeria",Ouargla,OUARGLA
AGM00060590,"El-Golea, Algeria",El-Golea,EL-GOLEA
AGM00060602,"Beni-Abbes, Algeria",Beni-Abbes,BENI-ABBES
AGM00060607,"Timimoun, Algeria",Timimoun,TIMIMOUN
AGM00060611,"In-Amenas, Algeria",In-Amenas,IN-AMENAS
AGM00060620,"Adrar, Algeria",Adrar,ADRAR
AGM00060625,"Aoulef, Algeria",Aoulef,AOULEF
AGM00060630,"In-Salah, Algeria",In-Salah,IN-SALAH
AGM00060640,"Illizi, Algeria",Illizi,ILLIZI
AGM00060656,"Tindouf, Algeria",Tindouf,TINDOUF
AGM00060670,"Djanet, Algeria",Djanet,DJANET
AGM00060678,"In Amguel, Algeria",In Amguel,IN AMGUEL
AGM00060680,"Tamanrasset, Algeria",Tamanrasset,TAMANRASSET
AGM00060686,"Bordj-Badj-Mokhtar, Algeria",Bordj-Badj-Mokhtar,BORDJ-BADJ-MOKHTAR
AGXUAE04843,"Alger, Algeria",Alger,ALGER
AJM00037575,"Zakatala, Azerbaijan",Zakatala,ZAKATALA
AJM00037735,"Gandja, Azerbaijan",Gandja,GANDJA
AJM00037747,"Evlakh Airport, Azerbaijan",Evlakh Airport,EVLAKH AIRPORT
AJM00037860,"Mashtaga, Azerbaijan",Mashtaga,MASHTAGA
AJM00037895,"Khankandy, Azerbaijan",Khankandy,KHANKANDY
AJM00037936,"Naxcivan, Azerbaijan",Naxcivan,NAXCIVAN
AJM00037985,"Lankaran, Azerbaijan",Lankaran,LANKARAN
AMM00037686,"Gumri, Armenia",Gumri,GUMRI
AMM00037789,"Yerevan Aero, Armenia",Yerevan Aero,YEREVAN AERO
AOM00066152,"Dundo, Angola",Dundo,DUNDO
AOM00066160,"Luanda, Angola",Luanda,LUANDA
AOM00066285,"Luena, Angola",Luena,LUENA
AOM00066318,"Huambo, Angola",Huambo,HUAMBO
AOM00066390,"Lubango Sa Da Bandeira, Angola",Lubango Sa Da Bandeira,LUBANGO SA DA BANDEIRA
AOM00066422,"Mocamedes, Angola",Mocamedes,MOCAMEDES
AOXUAE05971,"Lobito, Angola",Lobito,LOBITO
AQM00091765,"Pago Pago/Int.Airp. America, American Samoa",Pago Pago,PAGO PAGO/INT.AIRP. AMERICA
AQW00061704,"Leone Bay American S, American Samoa",Leone Bay American S,LEONE BAY AMERICAN S
ARM00087047,"Salta Aero, Argentina",Salta Aero,SALTA AERO
ARM00087155,"Resistencia Aero, Argentina",Resistencia Aero,RESISTENCIA AERO
ARM00087157,"Resistencia, Argentina",Resistencia,RESISTENCIA
ARM00087244,"Villa De Maria Del Rio Seco, Argentina",Villa De Maria Del Rio Seco,VILLA DE MARIA DEL RIO SECO
ARM00087344,"Cordoba Aero, Argentina",Cordoba Aero,CORDOBA AERO
ARM00087418,"Mendoza Aero, Argentina",Mendoza Aero,MENDOZA AERO
ARM00087420,"Observ Mendoza, Argentina",Observ Mendoza,OBSERV MENDOZA
ARM00087576,"Ezeiza Aero, Argentina",Ezeiza Aero,EZEIZA AERO
ARM00087582,"Aeroparque Aero, Argentina",Aeroparque Aero,AEROPARQUE AERO
ARM00087585,"Buenos Aires Observatorio, Argentina",Buenos Aires Observatorio,BUENOS AIRES OBSERVATORIO
ARM00087596,"Punta Indio B.A., Argentina",Punta Indio B.A.,PUNTA INDIO B.A.
ARM00087623,"Santa Rosa Aero, Argentina",Santa Rosa Aero,SANTA ROSA AERO
ARM00087715,"Neuquen Aero, Argentina",Neuquen Aero,NEUQUEN AERO
ARM00087748,"Comandante Espora, Argentina",Comandante Espora,COMANDANTE ESPORA
ARM00087827,"Almirante Zar, Argentina",Almirante Zar,ALMIRANTE ZAR
ARM00087860,"Comodoro Rivadavia Aero, Argentina",Comodoro Rivadavia Aero,COMODORO RIVADAVIA AERO
ARM00087926,"Rio Gallegos B. A., Argentina",Rio Gallegos B. A.,RIO GALLEGOS B. A.
ARM00087934,"Rio Grande Airport, Argentina",Rio Grande Airport,RIO GRANDE AIRPORT
ARM00087938,"Ushuaia, Argentina",Ushuaia,USHUAIA
ARM00088946,"Corbeta Uruguay Dn, Argentina",Corbeta Uruguay Dn,CORBETA URUGUAY DN
ASM00094120,"Darwin Airport, Australia",Darwin Airport,DARWIN AIRPORT
ASM00094155,"East Arnhem, Australia",East Arnhem,EAST ARNHEM
ASM00094170,"Weipa Aero, Australia",Weipa Aero,WEIPA AERO
ASM00094175,"Usaf-Ds3-659, Australia",Usaf-Ds3-659,USAF-DS3-659
ASM00094203,"Broome Airport, Australia",Broome Airport,BROOME AIRPORT
ASM00094205,"Derby, Australia",Derby,DERBY
ASM00094212,"Halls Creek Airport, Australia",Halls Creek Airport,HALLS CREEK AIRPORT
ASM00094234,"Daly Waters, Australia",Daly Waters,DALY WATERS
ASM00094238,"Tennant Creek Airport, Australia",Tennant Creek Airport,TENNANT CREEK AIRPORT
ASM00094259,"Burketown, Australia",Burketown,BURKETOWN
ASM00094266,"Normanton Airport, Australia",Normanton Airport,NORMANTON AIRPORT
ASM00094287,"Cairns Aero, Australia",Cairns Aero,CAIRNS AERO
ASM00094294,"Townsville Aero, Australia",Townsville Aero,TOWNSVILLE AERO
ASM00094299,"Willis Island, Australia",Willis Island,WILLIS ISLAND
ASM00094300,"Carnarvon Airport, Australia",Carnarvon Airport,CARNARVON AIRPORT
ASM00094302,"Learmonth Airport, Australia",Learmonth Airport,LEARMONTH AIRPORT
ASM00094305,"Onslow, Australia",Onslow,ONSLOW
ASM00094312,"Port Hedland Airport, Australia",Port Hedland Airport,PORT HEDLAND AIRPORT
ASM00094326,"Alice Springs Airport, Australia",Alice Springs Airport,ALICE SPRINGS AIRPORT
ASM00094332,"Mount Isa Aero, Australia",Mount Isa Aero,MOUNT ISA AERO
ASM00094335,"Cloncurry, Australia",Cloncurry,CLONCURRY
ASM00094346,"Longreach Aero, Australia",Longreach Aero,LONGREACH AERO
ASM00094367,"Mackay M.O, Australia",Mackay M.O,MACKAY M.O
ASM00094374,"Rockhampton Aero, Australia",Rockhampton Aero,ROCKHAMPTON AERO
ASM00094380,"Gladstone, Australia",Gladstone,GLADSTONE
ASM00094403,"Geraldton Airport, Australia",Geraldton Airport,GERALDTON AIRPORT
ASM00094430,"Meekatharra Airport, Australia",Meekatharra Airport,MEEKATHARRA AIRPORT
ASM00094461,"Giles Meteorological Office, Australia",Giles Meteorological Office,GILES METEOROLOGICAL OFFICE
ASM00094476,"Oodnadatta, Australia",Oodnadatta,OODNADATTA
ASM00094510,"Charleville Aero, Australia",Charleville Aero,CHARLEVILLE AERO
ASM00094568,"Amberley, Australia",Amberley,AMBERLEY
ASM00094578,"Brisbane Aero, Australia",Brisbane Aero,BRISBANE AERO
ASM00094610,"Perth Airport, Australia",Perth Airport,PERTH AIRPORT
ASM00094637,"Kalgoorlie-Boulder Airport, Australia",Kalgoorlie-Boulder Airport,KALGOORLIE-BOULDER AIRPORT
ASM00094638,"Esperance, Australia",Esperance,ESPERANCE
ASM00094646,"Forrest Airport, Australia",Forrest Airport,FORREST AIRPORT
ASM00094647,"Eucla, Australia",Eucla,EUCLA
ASM00094653,"Ceduna Amo, Australia",Ceduna Amo,CEDUNA AMO
ASM00094659,"Woomera Aerodrome, Australia",Woomera Aerodrome,WOOMERA AERODROME
ASM00094672,"Adelaide Airport, Australia",Adelaide Airport,ADELAIDE AIRPORT
ASM00094693,"Mildura Airport, Australia",Mildura Airport,MILDURA AIRPORT
ASM00094703,"Bourke (S23'05'11'17), Australia",Bourke (S23'05'11'17),BOURKE (S23'05'11'17)
ASM00094711,"Cobar Mo, Australia",Cobar Mo,COBAR MO
ASM00094723,"Wellington, Australia",Wellington,WELLINGTON
ASM00094750,"Nowra Ran Air Station Aws, Australia",Nowra Ran Air Station Aws,NOWRA RAN AIR STATION AWS
ASM00094767,"Sydney Airport Amo, Australia",Sydney Airport Amo,SYDNEY AIRPORT AMO
ASM00094773,"Armidale, Australia",Armidale,ARMIDALE
ASM00094776,"Williamtown Raaf, Australia",Williamtown Raaf,WILLIAMTOWN RAAF
ASM00094791,"Coffs Harbour Mo, Australia",Coffs Harbour Mo,COFFS HARBOUR MO
ASM00094802,"Albany Airport, Australia",Albany Airport,ALBANY AIRPORT
ASM00094821,"Mount Gambier Aero, Australia",Mount Gambier Aero,MOUNT GAMBIER AERO
ASM00094865,"Laverton Aerodrome, Australia",Laverton Aerodrome,LAVERTON AERODROME
ASM00094866,"Melbourne Airport, Australia",Melbourne Airport,MELBOURNE AIRPORT
ASM00094907,"East Sale (Aus-Afb), Australia",East Sale (Aus-Afb),EAST SALE (AUS-AFB)
ASM00094910,"Wagga Wagga Amo, Australia",Wagga Wagga Amo,WAGGA WAGGA AMO
ASM00094926,"Canberra Airport, Australia",Canberra Airport,CANBERRA AIRPORT
ASM00094968,"Launceston Airport, Australia",Launceston Airport,LAUNCESTON AIRPORT
ASM00094970,"Hobart, Australia",Hobart,HOBART
ASM00094974,"Geogertown, Australia",Geogertown,GEOGERTOWN
ASM00094975,"Hobart Airport West, Australia",Hobart Airport West,HOBART AIRPORT WEST
ASM00094995,"Lord Howe Island Aero, Australia",Lord Howe Island Aero,LORD HOWE ISLAND AERO
ASM00094998,"Macquarie Island, Australia",Macquarie Island,MACQUARIE ISLAND
ASM00095527,"Moree Aero, Australia",Moree Aero,MOREE AERO
ASM00095607,"Ludlow, Australia",Ludlow,LUDLOW
ASXUA942005,"Talgarno, Australia",Talgarno,TALGARNO
ASXUA946505,"Maralinga, Australia",Maralinga,MARALINGA
ATM00094001,"Yeppoon (Barmaryee), Ashmore and Cartier Islands",Yeppoon (Barmaryee),YEPPOON (BARMARYEE)
ATM00094005,"Clifton Beach, Ashmore and Cartier Islands",Clifton Beach,CLIFTON BEACH
ATM00094772,"Guyra Hospital, Ashmore and Cartier Islands",Guyra Hospital,GUYRA HOSPITAL
ATM00094775,"Tocal Aws, Ashmore and Cartier Islands",Tocal Aws,TOCAL AWS
ATM00095282,"Woodstock, Ashmore and Cartier Islands",Woodstock,WOODSTOCK
ATM00095954,"Kennaook / Cape Grim, Ashmore and Cartier Islands",Kennaook ,KENNAOOK / CAPE GRIM
AUM00011010,"Linz/Hoersching-Flughafen, Austria",Linz,LINZ/HOERSCHING-FLUGHAFEN
AUM00011035,"Wien/Hohe Warte (11035-0), Austria",Wien,WIEN/HOHE WARTE (11035-0)
AUM00011120,"Innsbruck-Flughafen, Austria",Innsbruck-Flughafen,INNSBRUCK-FLUGHAFEN
AUM00011240,"Graz-Thalerhof-Flughafen, Austria",Graz-Thalerhof-Flughafen,GRAZ-THALERHOF-FLUGHAFEN
AYM00088967,"General Belgrano, Antarctica",General Belgrano,GENERAL BELGRANO
AYM00089001,"Usaf-Ds3-617, Antarctica",Usaf-Ds3-617,USAF-DS3-617
AYM00089002,"Georg Von Neumayer, Antarctica",Georg Von Neumayer,GEORG VON NEUMAYER
AYM00089009,"Amundsen Scott, Antarctica",Amundsen Scott,AMUNDSEN SCOTT
AYM00089022,"Halley, Antarctica",Halley,HALLEY
AYM00089050,"Bellingshausen Aws, Antarctica",Bellingshausen Aws,BELLINGSHAUSEN AWS
AYM00089051,"Petrel Nas, Antarctica",Petrel Nas,PETREL NAS
AYM00089055,"Base Marambio, Antarctica",Base Marambio,BASE MARAMBIO
AYM00089056,"Centro Met. Anti Rtico Pres, Antarctica",Centro Met. Anti Rtico Pres,CENTRO MET. ANTI RTICO PRES
AYM00089062,"Rothera, Antarctica",Rothera,ROTHERA
AYM00089063,"Vernadsky, Antarctica",Vernadsky,VERNADSKY
AYM00089125,"Usaf-Ds3-619, Antarctica",Usaf-Ds3-619,USAF-DS3-619
AYM00089512,"Novolazarevskaja, Antarctica",Novolazarevskaja,NOVOLAZAREVSKAJA
AYM00089522,"Base Roi Baudouin, Antarctica",Base Roi Baudouin,BASE ROI BAUDOUIN
AYM00089532,"Syowa, Antarctica",Syowa,SYOWA
AYM00089542,"Usaf-Ds3-620, Antarctica",Usaf-Ds3-620,USAF-DS3-620
AYM00089557,"Sovietskava, Antarctica",Sovietskava,SOVIETSKAVA
AYM00089564,"Mawson, Antarctica",Mawson,MAWSON
AYM00089571,"Davis, Antarctica",Davis,DAVIS
AYM00089592,"Mirnyj (89592-0), Antarctica",Mirnyj (89592-0),MIRNYJ (89592-0)
AYM00089593,"Pionerskava, Antarctica",Pionerskava,PIONERSKAVA
AYM00089601,"Bunger Oasis, Antarctica",Bunger Oasis,BUNGER OASIS
AYM00089606,"Vostok, Antarctica",Vostok,VOSTOK
AYM00089611,"Casey, Antarctica",Casey,CASEY
AYM00089625,"Concordia, Antarctica",Concordia,CONCORDIA
AYM00089642,"Dumont D'Urville, Antarctica",Dumont D'Urville,DUMONT D'URVILLE
AYM00089657,"Leningradskaja, Antarctica",Leningradskaja,LENINGRADSKAJA
AYM00089662,"Mario Zuchelli Station, Antarctica",Mario Zuchelli Station,MARIO ZUCHELLI STATION
AYM00089664,"Mcmurdo, Antarctica",Mcmurdo,MCMURDO
AYM00089671,"Adare Hallett, Antarctica",Adare Hallett,ADARE HALLETT
AYM00089859,"Jang Bogo, Antarctica",Jang Bogo,JANG BOGO
AYW00057401,"Ellsworth Igy, Antarctica",Ellsworth Igy,ELLSWORTH IGY
AYW00067401,"Little Rockford, Antarctica",Little Rockford,LITTLE ROCKFORD
AYW00067402,"Little Rockford, Antarctica",Little Rockford,LITTLE ROCKFORD
AYXUA891755,"Little America, Antarctica",Little America,LITTLE AMERICA
AYXUAE05498,"Little America I, Antarctica",Little America I,LITTLE AMERICA I
AYXUAE05532,"Little America, Antarctica",Little America,LITTLE AMERICA
BAM00040427,"Usaf-Ds3-247, Bahrain",Usaf-Ds3-247,USAF-DS3-247
BBM00078954,"Grantley Adams, Barbados",Grantley Adams,GRANTLEY ADAMS
BCM00068032,"Maun, Botswana",Maun,MAUN
BCM00068040,"Letlhakane, Botswana",Letlhakane,LETLHAKANE
BCM00068054,"Francistown, Botswana",Francistown,FRANCISTOWN
BCM00068240,"Seretse Khama International, Botswana",Seretse Khama International,SERETSE KHAMA INTERNATIONAL
BCM00068244,"Gaborone, Botswana",Gaborone,GABORONE
BCM00068328,"Tsabong, Botswana",Tsabong,TSABONG
BDM00078016,"L F Wade International Airp, Bermuda",L F Wade International Airp,L F WADE INTERNATIONAL AIRP
BEM00006400,"Koksijde, Belgium",Koksijde,KOKSIJDE
BEM00006447,"Uccle, Belgium",Uccle,UCCLE
BEM00006458,"Beauvechain, Belgium",Beauvechain,BEAUVECHAIN
BEM00006476,"St-Hubert, Belgium",St-Hubert,ST-HUBERT
BEM00006496,"Elsenborn, Belgium",Elsenborn,ELSENBORN
BFM00078063,"Gold Rock Creek, Bahamas The",Gold Rock Creek,GOLD ROCK CREEK
BFM00078073,"Nassau Airport New Providen, Bahamas The",Nassau Airport New Providen,NASSAU AIRPORT NEW PROVIDEN
BFM00078076,"Eleuthera Island, Bahamas The",Eleuthera Island,ELEUTHERA ISLAND
BFM00078107,"Mayaguan, Bahamas The",Mayaguan,MAYAGUAN
BGM00041859,"Rangpur, Bangladesh",Rangpur,RANGPUR
BGM00041883,"Bogra, Bangladesh",Bogra,BOGRA
BGM00041891,"Sylhet, Bangladesh",Sylhet,SYLHET
BGM00041907,"Ishwardi, Bangladesh",Ishwardi,ISHWARDI
BGM00041923,"Dhaka, Bangladesh",Dhaka,DHAKA
BGM00041932,"Usaf-Ds3-271, Bangladesh",Usaf-Ds3-271,USAF-DS3-271
BGM00041936,"Jessore, Bangladesh",Jessore,JESSORE
BGM00041943,"Feni (41943-0), Bangladesh",Feni (41943-0),FENI (41943-0)
BGM00041950,"Barisal, Bangladesh",Barisal,BARISAL
BGM00041977,"Chittagong (Ambagan), Bangladesh",Chittagong (Ambagan),CHITTAGONG (AMBAGAN)
BGM00041992,"Cox'S Bazar, Bangladesh",Cox'S Bazar,COX'S BAZAR
BGXUAC03368,"Lalmanir Hat, Bangladesh",Lalmanir Hat,LALMANIR HAT
BGXUAE05433,"Chattagram, Bangladesh",Chattagram,CHATTAGRAM
BGXUAE05797,"Dacca, Bangladesh",Dacca,DACCA
BHM00078583,"Belize/Phillip Goldston Int, Belize",Belize,BELIZE/PHILLIP GOLDSTON INT
BLM00085041,"Cobija, Bolivia",Cobija,COBIJA
BLM00085154,"Trinidad, Bolivia",Trinidad,TRINIDAD
BLM00085201,"La Paz/Alto, Bolivia",La Paz,LA PAZ/ALTO
BLM00085245,"Santa Cruz/El Trompillo, Bolivia",Santa Cruz,SANTA CRUZ/EL TROMPILLO
BLM00085268,"Robore, Bolivia",Robore,ROBORE
BLXUAE04835,"Cochabamba, Bolivia",Cochabamba,COCHABAMBA
BLXUAE04836,"Guayaramerin, Bolivia",Guayaramerin,GUAYARAMERIN
BLXUAE04838,"Rurrenabaque, Bolivia",Rurrenabaque,RURRENABAQUE
BLXUAE04841,"Yacuiba, Bolivia",Yacuiba,YACUIBA
BMM00048008,"Myitkyina, Myanmar",Myitkyina,MYITKYINA
BMM00048042,"Mandalay, Myanmar",Mandalay,MANDALAY
BMM00048053,"Meiktila, Myanmar",Meiktila,MEIKTILA
BMM00048060,"Kengtung, Myanmar",Kengtung,KENGTUNG
BMM00048062,"Sittwe, Myanmar",Sittwe,SITTWE
BMM00048080,"Sandoway, Myanmar",Sandoway,SANDOWAY
BMM00048094,"Pathein, Myanmar",Pathein,PATHEIN
BMM00048096,"Mingaladon, Myanmar",Mingaladon,MINGALADON
BMM00048097,"Yangon, Myanmar",Yangon,YANGON
BMM00048108,"Dawei, Myanmar",Dawei,DAWEI
BMM00048109,"Coco Island, Myanmar",Coco Island,COCO ISLAND
BMM00048110,"Mergui, Myanmar",Mergui,MERGUI
BMM00048112,"Victoria Point, Myanmar",Victoria Point,VICTORIA POINT
BNM00065306,"Kandi, Benin",Kandi,KANDI
BNM00065330,"Parakou, Benin",Parakou,PARAKOU
BNM00065344,"Cotonou, Benin",Cotonou,COTONOU
BNXUAAW5331,"Tchaourou, Benin",Tchaourou,TCHAOUROU
BOM00026850,"Minsk, Belarus",Minsk,MINSK
BOM00033008,"Brest (33008-0), Belarus",Brest (33008-0),BREST (33008-0)
BOM00033036,"Mozyr (Amos), Belarus",Mozyr (Amos),MOZYR (AMOS)
BOM00033041,"Gomel (33041-0), Belarus",Gomel (33041-0),GOMEL (33041-0)
BPM00091517,"Honiara, Solomon Islands",Honiara,HONIARA
BPM00091541,"Santa Cruz Island, Solomon Islands",Santa Cruz Island,SANTA CRUZ ISLAND
BRM00081729,"Manacapuru, Brazil",Manacapuru,MANACAPURU
BRM00082022,"Boa Vista (Aero), Brazil",Boa Vista (Aero),BOA VISTA (AERO)
BRM00082026,"Tirios (Aero), Brazil",Tirios (Aero),TIRIOS (AERO)
BRM00082099,"Macapa (Aero), Brazil",Macapa (Aero),MACAPA (AERO)
BRM00082107,"Sao Gabriel Da Cachoeira, Brazil",Sao Gabriel Da Cachoeira,SAO GABRIEL DA CACHOEIRA
BRM00082193,"Belem (Aero), Brazil",Belem (Aero),BELEM (AERO)
BRM00082244,"Santarem (Aero), Brazil",Santarem (Aero),SANTAREM (AERO)
BRM00082281,"Sao Luis (Aero), Brazil",Sao Luis (Aero),SAO LUIS (AERO)
BRM00082287,"Parnaiba, Brazil",Parnaiba,PARNAIBA
BRM00082332,"Manaus (Aero), Brazil",Manaus (Aero),MANAUS (AERO)
BRM00082397,"Fortaleza (82397-0), Brazil",Fortaleza (82397-0),FORTALEZA (82397-0)
BRM00082400,"Fernando De Noronha (Aero), Brazil",Fernando De Noronha (Aero),FERNANDO DE NORONHA (AERO)
BRM00082411,"Tabatinga (Aero), Brazil",Tabatinga (Aero),TABATINGA (AERO)
BRM00082532,"Manicore (Aero), Brazil",Manicore (Aero),MANICORE (AERO)
BRM00082571,"Barra Do Corda, Brazil",Barra Do Corda,BARRA DO CORDA
BRM00082579,"Teresina, Brazil",Teresina,TERESINA
BRM00082586,"Quixeramobim, Brazil",Quixeramobim,QUIXERAMOBIM
BRM00082599,"Natal (Aero), Brazil",Natal (Aero),NATAL (AERO)
BRM00082640,"Jacareacanga, Brazil",Jacareacanga,JACAREACANGA
BRM00082678,"Floriano (82678-0), Brazil",Floriano (82678-0),FLORIANO (82678-0)
BRM00082705,"Cruzeiro Do Sul (Aero), Brazil",Cruzeiro Do Sul (Aero),CRUZEIRO DO SUL (AERO)
BRM00082765,"Carolina (82765-0), Brazil",Carolina (82765-0),CAROLINA (82765-0)
BRM00082784,"Barbalha, Brazil",Barbalha,BARBALHA
BRM00082791,"Patos, Brazil",Patos,PATOS
BRM00082824,"Porto Velho (Aero), Brazil",Porto Velho (Aero),PORTO VELHO (AERO)
BRM00082900,"Recife (82900-0), Brazil",Recife (82900-0),RECIFE (82900-0)
BRM00082917,"Rio Branco (Aero), Brazil",Rio Branco (Aero),RIO BRANCO (AERO)
BRM00082930,"Cachimbo Aero, Brazil",Cachimbo Aero,CACHIMBO AERO
BRM00082965,"Alta Floresta (Aero), Brazil",Alta Floresta (Aero),ALTA FLORESTA (AERO)
BRM00082975,"Bom Jesus, Brazil",Bom Jesus,BOM JESUS
BRM00082983,"Petrolina (82983-0), Brazil",Petrolina (82983-0),PETROLINA (82983-0)
BRM00082993,"Maceio (Aeroporto), Brazil",Maceio (Aeroporto),MACEIO (AEROPORTO)
BRM00083063,"Porto Nacional, Brazil",Porto Nacional,PORTO NACIONAL
BRM00083096,"Aracaju, Brazil",Aracaju,ARACAJU
BRM00083182,"Irece, Brazil",Irece,IRECE
BRM00083208,"Vilhena (Aero), Brazil",Vilhena (Aero),VILHENA (AERO)
BRM00083229,"Salvador (83229-0), Brazil",Salvador (83229-0),SALVADOR (83229-0)
BRM00083236,"Barreiras, Brazil",Barreiras,BARREIRAS
BRM00083288,"Bom Jesus Da Lapa (83288-0), Brazil",Bom Jesus Da Lapa (83288-0),BOM JESUS DA LAPA (83288-0)
BRM00083344,"Vitoria Da Conquist, Brazil",Vitoria Da Conquist,VITORIA DA CONQUIST
BRM00083361,"Cuiaba, Brazil",Cuiaba,CUIABA
BRM00083362,"Cuiaba (Aero), Brazil",Cuiaba (Aero),CUIABA (AERO)
BRM00083378,"Brasilia (Aero), Brazil",Brasilia (Aero),BRASILIA (AERO)
BRM00083498,"Caravelas (83498-0), Brazil",Caravelas (83498-0),CARAVELAS (83498-0)
BRM00083525,"Uberlandia (Aero), Brazil",Uberlandia (Aero),UBERLANDIA (AERO)
BRM00083554,"Corumba, Brazil",Corumba,CORUMBA
BRM00083566,"Confins (Aero), Brazil",Confins (Aero),CONFINS (AERO)
BRM00083576,"Uberaba, Brazil",Uberaba,UBERABA
BRM00083612,"Campo Grande (Aero), Brazil",Campo Grande (Aero),CAMPO GRANDE (AERO)
BRM00083649,"Vitoria (Aero), Brazil",Vitoria (Aero),VITORIA (AERO)
BRM00083650,"Ilha De Trindade (Chm), Brazil",Ilha De Trindade (Chm),ILHA DE TRINDADE (CHM)
BRM00083746,"Galeao (Aero), Brazil",Galeao (Aero),GALEAO (AERO)
BRM00083768,"Londrina (Aero), Brazil",Londrina (Aero),LONDRINA (AERO)
BRM00083779,"Marte (Aero), Brazil",Marte (Aero),MARTE (AERO)
BRM00083780,"Sao Paulo, Brazil",Sao Paulo,SAO PAULO
BRM00083827,"Foz Do Iguacu (Aero), Brazil",Foz Do Iguacu (Aero),FOZ DO IGUACU (AERO)
BRM00083840,"Curitiba (Aero), Brazil",Curitiba (Aero),CURITIBA (AERO)
BRM00083899,"Florianopolis (Aero), Brazil",Florianopolis (Aero),FLORIANOPOLIS (AERO)
BRM00083928,"Uruguaiana (Aero), Brazil",Uruguaiana (Aero),URUGUAIANA (AERO)
BRM00083937,"Santa Maria (Aero), Brazil",Santa Maria (Aero),SANTA MARIA (AERO)
BRM00083971,"Porto Alegre/Salgad, Brazil",Porto Alegre,PORTO ALEGRE/SALGAD
BRM00083981,"Bage (Aeroporto), Brazil",Bage (Aeroporto),BAGE (AEROPORTO)
BUM00015614,"Sofia (Observ.), Bulgaria",Sofia (Observ.),SOFIA (OBSERV.)
BUM00015730,"Kurdjali, Bulgaria",Kurdjali,KURDJALI
BXM00096315,"Brunei Airport, Brunei",Brunei Airport,BRUNEI AIRPORT
BXM00096323,"Kuala Belait, Brunei",Kuala Belait,KUALA BELAIT
CAM00071043,"Norman Wells A; Nwt, Canada",Norman Wells A; Nwt,NORMAN WELLS A; NWT
CAM00071051,"Sachs Harbour, Canada",Sachs Harbour,SACHS HARBOUR
CAM00071069,"Slave Lake Airport, Canada",Slave Lake Airport,SLAVE LAKE AIRPORT
CAM00071072,"Mould Bay, Canada",Mould Bay,MOULD BAY
CAM00071074,"Isachsen, Canada",Isachsen,ISACHSEN
CAM00071081,"Hall Beach Ua; Nu, Canada",Hall Beach Ua; Nu,HALL BEACH UA; NU
CAM00071082,"Alert Ua; Nu, Canada",Alert Ua; Nu,ALERT UA; NU
CAM00071090,"Clyde River, Canada",Clyde River,CLYDE RIVER
CAM00071109,"Port Hardy A; Bc, Canada",Port Hardy A; Bc,PORT HARDY A; BC
CAM00071119,"Stony Plain Ua; Alta, Canada",Stony Plain Ua; Alta,STONY PLAIN UA; ALTA
CAM00071120,"Cold Lake, Canada",Cold Lake,COLD LAKE
CAM00071121,"Edmonton Namao Arpt, Canada",Edmonton Namao Arpt,EDMONTON NAMAO ARPT
CAM00071123,"Edmonton Intl Arpt, Canada",Edmonton Intl Arpt,EDMONTON INTL ARPT
CAM00071124,"Primrose Lake, Canada",Primrose Lake,PRIMROSE LAKE
CAM00071129,"Kindersley Arpt, Canada",Kindersley Arpt,KINDERSLEY ARPT
CAM00071145,"Island Lake Arpt, Canada",Island Lake Arpt,ISLAND LAKE ARPT
