code,display_name,city,raw_name
EZM00011520,"Praha-Libus, Czech Republic",Praha-Libus,PRAHA-LIBUS
EZM00011722,"Usaf-Ds3-134, Czech Republic",Usaf-Ds3-134,USAF-DS3-134
EZM00011747,"Prostejov, Czech Republic",Prostejov,PROSTEJOV
FGM00081401,"Saint-Laurent, French Guiana",Saint-Laurent,SAINT-LAURENT
FGM00081405,"Cayenne Matoury, French Guiana",Cayenne Matoury,CAYENNE MATOURY
FGM00081408,"Saint Georges, French Guiana",Saint Georges,SAINT GEORGES
FGM00081415,"Maripasoula, French Guiana",Maripasoula,MARIPASOULA
FIM00002836,"Sodankyla Arctic Research C, Finland",Sodankyla Arctic Research C,SODANKYLA ARCTIC RESEARCH C
FIM00002935,"Jyvaskyla Airport, Finland",Jyvaskyla Airport,JYVASKYLA AIRPORT
FIM00002963,"Jokioinen Observatory, Finland",Jokioinen Observatory,JOKIOINEN OBSERVATORY
FIM00002974,"Helsinki/Seutala, Finland",Helsinki,HELSINKI/SEUTALA
FIXUAC00035,"Helsinki, Finland",Helsinki,HELSINKI
FIXUAE05506,"Kajaani, Finland",Kajaani,KAJAANI
FIXUAE05507,"Kauhava, Finland",Kauhava,KAUHAVA
FIXUAE05513,"Lieksa, Finland",Lieksa,LIEKSA
FIXUAE05520,"Suur-Merijoki, Finland",Suur-Merijoki,SUUR-MERIJOKI
FIXUAE05525,"Uto, Finland",Uto,UTO
FIXUAE05526,"Utti, Finland",Utti,UTTI
FJM00091650,"Rotuma, Fiji",Rotuma,ROTUMA
FJM00091680,"Nadi Airport, Fiji",Nadi Airport,NADI AIRPORT
FKM00088889,"Mount Pleasant Airport, Falkland Islands (Islas Malvinas)",Mount Pleasant Airport,MOUNT PLEASANT AIRPORT
FKM00088890,"Stanley, Falkland Islands (Islas Malvinas)",Stanley,STANLEY
FMM00091317,"Woleai Atoll, Micronesia Federated States of",Woleai Atoll,WOLEAI ATOLL
FMM00091334,"Truk/Caroline Is., Micronesia Federated States of",Truk,TRUK/CAROLINE IS.
FMM00091348,"Ponape/Caroline Is., Micronesia Federated States of",Ponape,PONAPE/CAROLINE IS.
FMM00091356,"Kusaie/Carolines, Micronesia Federated States of",Kusaie,KUSAIE/CAROLINES
FMM00091413,"Yap/Caroline Is., Micronesia Federated States of",Yap,YAP/CAROLINE IS.
FMM00091434,"Kapingamarangi Atol, Micronesia Federated States of",Kapingamarangi Atol,KAPINGAMARANGI ATOL
FOM00006011,"Torshavn, Faroe Islands",Torshavn,TORSHAVN
FPM00091902,"Malden Island Af, French Polynesia",Malden Island Af,MALDEN ISLAND AF
FPM00091925,"Hiva-Oa, French Polynesia",Hiva-Oa,HIVA-OA
FPM00091928,"Usaf-Ds3-634, French Polynesia",Usaf-Ds3-634,USAF-DS3-634
FPM00091929,"Bora-Bora, French Polynesia",Bora-Bora,BORA-BORA
FPM00091931,"Usaf-Ds3-635, French Polynesia",Usaf-Ds3-635,USAF-DS3-635
FPM00091938,"Tahiti-Faaa, French Polynesia",Tahiti-Faaa,TAHITI-FAAA
FPM00091941,"Rangiroa, French Polynesia",Rangiroa,RANGIROA
FPM00091943,"Takaroa Atoll, French Polynesia",Takaroa Atoll,TAKAROA ATOLL
FPM00091944,"Hao, French Polynesia",Hao,HAO
FPM00091945,"Hereheretue, French Polynesia",Hereheretue,HEREHERETUE
FPM00091946,"Tureia, French Polynesia",Tureia,TUREIA
FPM00091948,"Mangareva, French Polynesia",Mangareva,MANGAREVA
FPM00091952,"Mururoa, French Polynesia",Mururoa,MURUROA
FPM00091954,"Tubuai Island, French Polynesia",Tubuai Island,TUBUAI ISLAND
FPM00091958,"Rapa, French Polynesia",Rapa,RAPA
FRM00007005,"Abbeville, France",Abbeville,ABBEVILLE
FRM00007070,"Reims, France",Reims,REIMS
FRM00007110,"Brest-Guipavas, France",Brest-Guipavas,BREST-GUIPAVAS
FRM00007130,"Rennes, France",Rennes,RENNES
FRM00007145,"Trappes, France",Trappes,TRAPPES
FRM00007180,"Nancy/Essey, France",Nancy,NANCY/ESSEY
FRM00007190,"Strasbourg, France",Strasbourg,STRASBOURG
FRM00007222,"Nantes, France",Nantes,NANTES
FRM00007255,"Bourges, France",Bourges,BOURGES
FRM00007265,"Auxerre, France",Auxerre,AUXERRE
FRM00007280,"Dijon, France",Dijon,DIJON
FRM00007354,"Chateauroux, France",Chateauroux,CHATEAUROUX
FRM00007412,"Cognac, France",Cognac,COGNAC
FRM00007434,"Limoges, France",Limoges,LIMOGES
FRM00007480,"Lyon-Bron, France",Lyon-Bron,LYON-BRON
FRM00007481,"Lyon-St Exupery, France",Lyon-St Exupery,LYON-ST EXUPERY
FRM00007510,"Bordeaux Merignac, France",Bordeaux Merignac,BORDEAUX MERIGNAC
FRM00007577,"Montelimar, France",Montelimar,MONTELIMAR
FRM00007602,"Biarritz, France",Biarritz,BIARRITZ
FRM00007603,"Dax, France",Dax,DAX
FRM00007607,"Mont-De-Marsan, France",Mont-De-Marsan,MONT-DE-MARSAN
FRM00007627,"Saint Girons, France",Saint Girons,SAINT GIRONS
FRM00007630,"Toulouse Blagnac, France",Toulouse Blagnac,TOULOUSE BLAGNAC
FRM00007645,"Nimes-Courbessac, France",Nimes-Courbessac,NIMES-COURBESSAC
FRM00007680,"Saint-Raphael, France",Saint-Raphael,SAINT-RAPHAEL
FRM00007690,"Nice, France",Nice,NICE
FRM00007761,"Ajaccio, France",Ajaccio,AJACCIO
FRXUAC03602,"Chaumont, France",Chaumont,CHAUMONT
FRXUAE05723,"Paris, France",Paris,PARIS
FSM00061996,"Martin De Vivies, French Southern and Antarctic Lands",Martin De Vivies,MARTIN DE VIVIES
FSM00061998,"Port-Aux-Francais, French Southern and Antarctic Lands",Port-Aux-Francais,PORT-AUX-FRANCAIS
GBM00064500,"Libreville, Gabon",Libreville,LIBREVILLE
GBM00064501,"Port-Gentil, Gabon",Port-Gentil,PORT-GENTIL
GBM00064510,"Bitam, Gabon",Bitam,BITAM
GBM00064565,"Usaf-Ds3-468, Gabon",Usaf-Ds3-468,USAF-DS3-468
GGM00037260,"Usaf-Ds3-234, Georgia",Usaf-Ds3-234,USAF-DS3-234
GGM00037395,"Kutaisi, Georgia",Kutaisi,KUTAISI
GGM00037409,"Sakara, Georgia",Sakara,SAKARA
GGM00037484,"Batumi, Georgia",Batumi,BATUMI
GGM00037549,"Tbilisi/Novoalexeye, Georgia",Tbilisi,TBILISI/NOVOALEXEYE
GHM00065418,"Tamale, Ghana",Tamale,TAMALE
GHM00065467,"Takoradi, Ghana",Takoradi,TAKORADI
GHM00065472,"Accra/Kotoka Intl, Ghana",Accra,ACCRA/KOTOKA INTL
GIM00008495,"Gibraltar (8495-0), Gibraltar",Gibraltar (8495-0),GIBRALTAR (8495-0)
GLM00004202,"Pituffik, Greenland",Pituffik,PITUFFIK
GLM00004220,"Aasiaat, Greenland",Aasiaat,AASIAAT
GLM00004231,"Kangerlussuak, Greenland",Kangerlussuak,KANGERLUSSUAK
GLM00004270,"Mittarfik Narsarsuaq, Greenland",Mittarfik Narsarsuaq,MITTARFIK NARSARSUAQ
GLM00004310,"Nord, Greenland",Nord,NORD
GLM00004320,"Danmarkshavn, Greenland",Danmarkshavn,DANMARKSHAVN
GLM00004339,"Ittoqqortoormiit, Greenland",Ittoqqortoormiit,ITTOQQORTOORMIIT
GLM00004340,"Kap Tobin, Greenland",Kap Tobin,KAP TOBIN
GLM00004360,"Tasiilaq, Greenland",Tasiilaq,TASIILAQ
GLM00004417,"Geosummit, Greenland",Geosummit,GEOSUMMIT
GLXUA042705,"Marrak Point, Greenland",Marrak Point,MARRAK POINT
GLXUAC03499,"Ikateq, Greenland",Ikateq,IKATEQ
GLXUAC03509,"Thule, Greenland",Thule,THULE
GLXUAE05845,"Oststation, Greenland",Oststation,OSTSTATION
GMM00010034,"Eggebeck, Germany",Eggebeck,EGGEBECK
GMM00010035,"Schleswig, Germany",Schleswig,SCHLESWIG
GMM00010046,"Usaf-Ds3-075, Germany",Usaf-Ds3-075,USAF-DS3-075
GMM00010113,"Norderney, Germany",Norderney,NORDERNEY
GMM00010122,"Jever, Germany",Jever,JEVER
GMM00010184,"Greifswald, Germany",Greifswald,GREIFSWALD
GMM00010200,"Emden, Germany",Emden,EMDEN
GMM00010238,"Bergen, Germany",Bergen,BERGEN
GMM00010272,"Usaf-Ds3-082, Germany",Usaf-Ds3-082,USAF-DS3-082
GMM00010304,"Meppen, Germany",Meppen,MEPPEN
GMM00010307,"Usaf-Ds3-084, Germany",Usaf-Ds3-084,USAF-DS3-084
GMM00010338,"Usaf-Ds3-085, Germany",Usaf-Ds3-085,USAF-DS3-085
GMM00010384,"Usaf-Ds3-086, Germany",Usaf-Ds3-086,USAF-DS3-086
GMM00010393,"Lindenberg, Germany",Lindenberg,LINDENBERG
GMM00010404,"Kalkar, Germany",Kalkar,KALKAR
GMM00010410,"Essen (Aerology), Germany",Essen (Aerology),ESSEN (AEROLOGY)
GMM00010419,"Ludenscheid, Germany",Ludenscheid,LUDENSCHEID
GMM00010437,"Usaf-Ds3-091, Germany",Usaf-Ds3-091,USAF-DS3-091
GMM00010454,"Wernigerode, Germany",Wernigerode,WERNIGERODE
GMM00010468,"Oppin, Germany",Oppin,OPPIN
GMM00010486,"Usaf-Ds3-096, Germany",Usaf-Ds3-096,USAF-DS3-096
GMM00010513,"Koln/Bonn, Germany",Koln,KOLN/BONN
GMM00010533,"Usaf-Ds3-099, Germany",Usaf-Ds3-099,USAF-DS3-099
GMM00010548,"Meiningen, Germany",Meiningen,MEININGEN
GMM00010610,"Bitburg, Germany",Bitburg,BITBURG
GMM00010618,"Idar-Oberstein, Germany",Idar-Oberstein,IDAR-OBERSTEIN
GMM00010619,"Baumholder (Usa-Af), Germany",Baumholder (Usa-Af),BAUMHOLDER (USA-AF)
GMM00010633,"Wiesbaden, Germany",Wiesbaden,WIESBADEN
GMM00010639,"Langen, Germany",Langen,LANGEN
GMM00010640,"Usaf-Ds3-105, Germany",Usaf-Ds3-105,USAF-DS3-105
GMM00010642,"Usaf-Ds3-106, Germany",Usaf-Ds3-106,USAF-DS3-106
GMM00010643,"Usaf-Ds3-107, Germany",Usaf-Ds3-107,USAF-DS3-107
GMM00010657,"Usaf-Ds3-109, Germany",Usaf-Ds3-109,USAF-DS3-109
GMM00010659,"Usaf-Ds3-110, Germany",Usaf-Ds3-110,USAF-DS3-110
GMM00010687,"Grafenwoehr, Germany",Grafenwoehr,GRAFENWOEHR
GMM00010729,"Usaf-Ds3-113, Germany",Usaf-Ds3-113,USAF-DS3-113
GMM00010739,"Stuttgart (Aerology), Germany",Stuttgart (Aerology),STUTTGART (AEROLOGY)
GMM00010763,"Usaf-Ds3-116, Germany",Usaf-Ds3-116,USAF-DS3-116
GMM00010764,"Feucht(Usa-Af), Germany",Feucht(Usa-Af),FEUCHT(USA-AF)
GMM00010771,"Kuemmersbruck, Germany",Kuemmersbruck,KUEMMERSBRUCK
GMM00010828,"Usaf-Ds3-120, Germany",Usaf-Ds3-120,USAF-DS3-120
GMM00010862,"Usaf-Ds3-124, Germany",Usaf-Ds3-124,USAF-DS3-124
GMM00010866,"Munich/Riem, Germany",Munich,MUNICH/RIEM
GMM00010868,"Oberschleii Heim (Aerology), Germany",Oberschleii Heim (Aerology),OBERSCHLEII HEIM (AEROLOGY)
GMM00010921,"Usaf-Ds3-126, Germany",Usaf-Ds3-126,USAF-DS3-126
GMM00010934,"Friedrichshafen, Germany",Friedrichshafen,FRIEDRICHSHAFEN
GMM00010954,"Altenstadt, Germany",Altenstadt,ALTENSTADT
GMM00010962,"Hohenpeissenberg, Germany",Hohenpeissenberg,HOHENPEISSENBERG
GMXUAC00001,"Freiburg, Germany",Freiburg,FREIBURG
GMXUAC00002,"Trier, Germany",Trier,TRIER
GMXUAC00006,"Erfurt, Germany",Erfurt,ERFURT
GMXUAE05645,"Borkum, Germany",Borkum,BORKUM
GMXUAE05685,"Hamburg, Germany",Hamburg,HAMBURG
GMXUAE05751,"Tarp, Germany",Tarp,TARP
GOM00061968,"Iles Glorieuses, Glorioso Islands",Iles Glorieuses,ILES GLORIEUSES
GPM00078897,"Le Raizet Aero, Guadeloupe",Le Raizet Aero,LE RAIZET AERO
GQM00091212,"Weather Forecast Office; Gu, Guam",Weather Forecast Office; Gu,WEATHER FORECAST OFFICE; GU
GRM00016622,"Thessaloniki (Airport), Greece",Thessaloniki (Airport),THESSALONIKI (AIRPORT)
GRM00016716,"Athinai Hellinikon, Greece",Athinai Hellinikon,ATHINAI HELLINIKON
GRM00016754,"Herakleion (Airport), Greece",Herakleion (Airport),HERAKLEION (AIRPORT)
GTM00078637,"Puerto Barrios, Guatemala",Puerto Barrios,PUERTO BARRIOS
GTM00078641,"Guatemala City, Guatemala",Guatemala City,GUATEMALA CITY
GTM00078647,"San Jose, Guatemala",San Jose,SAN JOSE
GVM00061831,"Conakry, Guinea",Conakry,CONAKRY
GVXUAAW1809,"Labe, Guinea",Labe,LABE
GVXUAAW1820,"Mamou, Guinea",Mamou,MAMOU
GVXUAAW1829,"Kankan, Guinea",Kankan,KANKAN
HKM00045004,"Kowloon (45004-0), Hong Kong",Kowloon (45004-0),KOWLOON (45004-0)
HMM00094997,"Heard Is.(Thespit), Heard Island and McDonald Islands",Heard Is.(Thespit),HEARD IS.(THESPIT)
HOM00078501,"Swan Island, Honduras",Swan Island,SWAN ISLAND
HOM00078720,"Tegucigalpa, Honduras",Tegucigalpa,TEGUCIGALPA
HOM00078721,"Soto Cano Ab, Honduras",Soto Cano Ab,SOTO CANO AB
HOW00011816,"Choluteca, Honduras",Choluteca,CHOLUTECA
HRM00013150,"Usaf-Ds3-142, Croatia",Usaf-Ds3-142,USAF-DS3-142
HRM00013209,"Usaf-Ds3-143, Croatia",Usaf-Ds3-143,USAF-DS3-143
HRM00013334,"Usaf-Ds3-146, Croatia",Usaf-Ds3-146,USAF-DS3-146
HRM00014240,"Zagreb/Maksimir, Croatia",Zagreb,ZAGREB/MAKSIMIR
HRM00014430,"Zadar Rs, Croatia",Zadar Rs,ZADAR RS
HUM00012812,"Szombathely, Hungary",Szombathely,SZOMBATHELY
HUM00012843,"Budapest/Pestszentlorinc, Hungary",Budapest,BUDAPEST/PESTSZENTLORINC
HUM00012942,"Pecs/Pogany, Hungary",Pecs,PECS/POGANY
HUM00012982,"Szeged, Hungary",Szeged,SZEGED
,,,
ICM00004089,"Egilsstadir, Iceland",Egilsstadir,EGILSSTADIR
ICXUAE05424,"Akureyri, Iceland",Akureyri,AKUREYRI
ICXUAE05425,"Reykjavik, Iceland",Reykjavik,REYKJAVIK
IDM00096009,"Lhokseumawe/Malikussaleh, Indonesia",Lhokseumawe,LHOKSEUMAWE/MALIKUSSALEH
IDM00096011,"Banda Aceh/Blang Bintang, Indonesia",Banda Aceh,BANDA ACEH/BLANG BINTANG
IDM00096015,"Meulaboh/Cut Nyak Dhien, Indonesia",Meulaboh,MEULABOH/CUT NYAK DHIEN
IDM00096035,"Kualanamu Medan, Indonesia",Kualanamu Medan,KUALANAMU MEDAN
IDM00096073,"Sibolga/Pinangsori, Indonesia",Sibolga,SIBOLGA/PINANGSORI
IDM00096075,"Gunung Sitoli/Binaka, Indonesia",Gunung Sitoli,GUNUNG SITOLI/BINAKA
IDM00096091,"Tanjung Pinang/Kijang, Indonesia",Tanjung Pinang,TANJUNG PINANG/KIJANG
IDM00096109,"Pekan Baru/Simpangtiga, Indonesia",Pekan Baru,PEKAN BARU/SIMPANGTIGA
IDM00096145,"Tarempa, Indonesia",Tarempa,TAREMPA
IDM00096147,"Ranai, Indonesia",Ranai,RANAI
IDM00096163,"Mia Padang, Indonesia",Mia Padang,MIA PADANG
IDM00096171,"Rengat/Japura, Indonesia",Rengat,RENGAT/JAPURA
IDM00096179,"Singkep/Dabo, Indonesia",Singkep,SINGKEP/DABO
IDM00096195,"Jambi/Sultan Taha, Indonesia",Jambi,JAMBI/SULTAN TAHA
IDM00096207,"Kerinci/Depati Parbo, Indonesia",Kerinci,KERINCI/DEPATI PARBO
IDM00096221,"Palembang/St. M. Badarudin, Indonesia",Palembang,PALEMBANG/ST. M. BADARUDIN
IDM00096237,"Pangkal Pinang, Indonesia",Pangkal Pinang,PANGKAL PINANG
IDM00096249,"Tanjung Pandan/Buluh Tumban, Indonesia",Tanjung Pandan,TANJUNG PANDAN/BULUH TUMBAN
IDM00096253,"Bengkulu/Padang Kemiling, Indonesia",Bengkulu,BENGKULU/PADANG KEMILING
IDM00096273,"Menggala/Astra Kset, Indonesia",Menggala,MENGGALA/ASTRA KSET
IDM00096295,"Tanjung Karang/Radin Inten, Indonesia",Tanjung Karang,TANJUNG KARANG/RADIN INTEN
IDM00096509,"Tarakan/Juwata, Indonesia",Tarakan,TARAKAN/JUWATA
IDM00096529,"Tanjung Redep/Kalimarau, Indonesia",Tanjung Redep,TANJUNG REDEP/KALIMARAU
IDM00096535,"Paloh, Indonesia",Paloh,PALOH
IDM00096565,"Putussibau/Pagsuma, Indonesia",Putussibau,PUTUSSIBAU/PAGSUMA
IDM00096581,"Pontianak/Supadio, Indonesia",Pontianak,PONTIANAK/SUPADIO
IDM00096595,"Muara Teweh/Beringin, Indonesia",Muara Teweh,MUARA TEWEH/BERINGIN
IDM00096607,"Samarinda/Temindung, Indonesia",Samarinda,SAMARINDA/TEMINDUNG
IDM00096633,"Balikpapan/Sepinggan, Indonesia",Balikpapan,BALIKPAPAN/SEPINGGAN
IDM00096645,"Pangkalan Bun/Iskandar, Indonesia",Pangkalan Bun,PANGKALAN BUN/ISKANDAR
IDM00096655,"Palangka Raya/Tjilik Riwut, Indonesia",Palangka Raya,PALANGKA RAYA/TJILIK RIWUT
IDM00096685,"Banjarmasin/Syamsudin Noor, Indonesia",Banjarmasin,BANJARMASIN/SYAMSUDIN NOOR
IDM00096737,"Serang, Indonesia",Serang,SERANG
IDM00096739,"Curug/Budiarto, Indonesia",Curug,CURUG/BUDIARTO
IDM00096749,"Jakarta/Soekarno-Hatta, Indonesia",Jakarta,JAKARTA/SOEKARNO-HATTA
IDM00096755,"Usaf-Ds3-673, Indonesia",Usaf-Ds3-673,USAF-DS3-673
IDM00096773,"Kalijati, Indonesia",Kalijati,KALIJATI
IDM00096781,"Bandung/Husein, Indonesia",Bandung,BANDUNG/HUSEIN
IDM00096791,"Cirebon/Jatiwangi, Indonesia",Cirebon,CIREBON/JATIWANGI
IDM00096797,"Tegal, Indonesia",Tegal,TEGAL
IDM00096801,"Cibeurem/Tasik(Afb), Indonesia",Cibeurem,CIBEUREM/TASIK(AFB)
IDM00096805,"Cilacap, Indonesia",Cilacap,CILACAP
IDM00096839,"Semarang/Ahmad Yani, Indonesia",Semarang,SEMARANG/AHMAD YANI
IDM00096845,"Surakarta/Adisumarm, Indonesia",Surakarta,SURAKARTA/ADISUMARM
IDM00096853,"Adisucipto/Jogyakar, Indonesia",Adisucipto,ADISUCIPTO/JOGYAKAR
IDM00096881,"Madiun/Iswahyud Afb, Indonesia",Madiun,MADIUN/ISWAHYUD AFB
IDM00096925,"Sangkapura (Bawean Is.), Indonesia",Sangkapura (Bawean Is.),SANGKAPURA (BAWEAN IS.)
IDM00096935,"Juanda Surabaya, Indonesia",Juanda Surabaya,JUANDA SURABAYA
IDM00096947,"Malang/Abdul (Afb), Indonesia",Malang,MALANG/ABDUL (AFB)
IDM00096973,"Kalianget (Madura Is), Indonesia",Kalianget (Madura Is),KALIANGET (MADURA IS)
IDM00096987,"Banyuwangi, Indonesia",Banyuwangi,BANYUWANGI
IDM00097008,"Naha/Tahuna, Indonesia",Naha,NAHA/TAHUNA
IDM00097014,"Menado/ Sam Ratulangi, Indonesia",Menado,MENADO/ SAM RATULANGI
IDM00097028,"Toli-Toli/Lalos, Indonesia",Toli-Toli,TOLI-TOLI/LALOS
IDM00097048,"Gorontalo/Jalaluddin, Indonesia",Gorontalo,GORONTALO/JALALUDDIN
IDM00097072,"Palu/Mutiara, Indonesia",Palu,PALU/MUTIARA
IDM00097086,"Luwuk/Bubung, Indonesia",Luwuk,LUWUK/BUBUNG
IDM00097096,"Poso/Kasiguncu, Indonesia",Poso,POSO/KASIGUNCU
IDM00097120,"Majene, Indonesia",Majene,MAJENE
IDM00097146,"Kendari/Wolter Mong, Indonesia",Kendari,KENDARI/WOLTER MONG
IDM00097180,"Ujung Pandang/Hasanuddin, Indonesia",Ujung Pandang,UJUNG PANDANG/HASANUDDIN
IDM00097192,"Bau-Bau/Beto Ambari, Indonesia",Bau-Bau,BAU-BAU/BETO AMBARI
IDM00097230,"Denpasar/Ngurah Rai, Indonesia",Denpasar,DENPASAR/NGURAH RAI
IDM00097240,"Praya Lombok, Indonesia",Praya Lombok,PRAYA LOMBOK
IDM00097260,"Sumbawa Besar/Brangbiji, Indonesia",Sumbawa Besar,SUMBAWA BESAR/BRANGBIJI
IDM00097270,"Bima/M.Salahuddin, Indonesia",Bima,BIMA/M.SALAHUDDIN
IDM00097300,"Maumere/Wai Oti, Indonesia",Maumere,MAUMERE/WAI OTI
IDM00097340,"Waingapu/Mau Hau, Indonesia",Waingapu,WAINGAPU/MAU HAU
IDM00097372,"Kupang/Eltari, Indonesia",Kupang,KUPANG/ELTARI
IDM00097430,"Ternate/Babullah, Indonesia",Ternate,TERNATE/BABULLAH
IDM00097460,"Labuha/Oesman Sadik, Indonesia",Labuha,LABUHA/OESMAN SADIK
IDM00097502,"Deo Sorong, Indonesia",Deo Sorong,DEO SORONG
IDM00097530,"Manokwari/Rendani, Indonesia",Manokwari,MANOKWARI/RENDANI
IDM00097560,"Biak/Frans Kaisiepo, Indonesia",Biak,BIAK/FRANS KAISIEPO
IDM00097600,"Sanana, Indonesia",Sanana,SANANA
IDM00097686,"Wamena, Indonesia",Wamena,WAMENA
IDM00097690,"Jayapura/Sentani, Indonesia",Jayapura,JAYAPURA/SENTANI
IDM00097724,"Ambon/Pattimura, Indonesia",Ambon,AMBON/PATTIMURA
IDM00097748,"Geser, Indonesia",Geser,GESER
IDM00097760,"Kaimana/Utarom, Indonesia",Kaimana,KAIMANA/UTAROM
IDM00097810,"Tual/Dumatubun, Indonesia",Tual,TUAL/DUMATUBUN
IDM00097876,"Tanah Merah, Indonesia",Tanah Merah,TANAH MERAH
IDM00097900,"Saumlaki/Olilit, Indonesia",Saumlaki,SAUMLAKI/OLILIT
IDM00097980,"Merauke/Mopah, Indonesia",Merauke,MERAUKE/MOPAH
INM00042027,"Srinagar (42027-0), India",Srinagar (42027-0),SRINAGAR (42027-0)
INM00042056,"Jammu, India",Jammu,JAMMU
INM00042071,"Amritsar, India",Amritsar,AMRITSAR
INM00042079,"Sundernagar, India",Sundernagar,SUNDERNAGAR
INM00042101,"Patiala, India",Patiala,PATIALA
INM00042103,"Ambala, India",Ambala,AMBALA
INM00042111,"Dehradun, India",Dehradun,DEHRADUN
INM00042123,"Ganganagar, India",Ganganagar,GANGANAGAR
INM00042165,"Bikaner, India",Bikaner,BIKANER
INM00042170,"Churu, India",Churu,CHURU
INM00042182,"New Delhi/Safdarjung, India",New Delhi,NEW DELHI/SAFDARJUNG
INM00042189,"Bareilly, India",Bareilly,BAREILLY
INM00042220,"Pasighat, India",Pasighat,PASIGHAT
INM00042260,"Agra (42260-0), India",Agra (42260-0),AGRA (42260-0)
INM00042273,"Bahraich, India",Bahraich,BAHRAICH
INM00042299,"Gangtok, India",Gangtok,GANGTOK
INM00042314,"Dibrugarh /Mohanbari, India",Dibrugarh ,DIBRUGARH /MOHANBARI
INM00042328,"Jaisalmer, India",Jaisalmer,JAISALMER
INM00042339,"Jodhpur, India",Jodhpur,JODHPUR
INM00042348,"Jaipur / Sanganer, India",Jaipur ,JAIPUR / SANGANER
INM00042361,"Gwalior, India",Gwalior,GWALIOR
INM00042369,"Lucknow/Amausi, India",Lucknow,LUCKNOW/AMAUSI
INM00042379,"Gorakhpur, India",Gorakhpur,GORAKHPUR
INM00042382,"Raxaul, India",Raxaul,RAXAUL
INM00042397,"Siliguri (42397-0), India",Siliguri (42397-0),SILIGURI (42397-0)
INM00042399,"Jalpaiguri, India",Jalpaiguri,JALPAIGURI
INM00042410,"Guwahati, India",Guwahati,GUWAHATI
INM00042416,"Tezpur/Bindukuri, India",Tezpur,TEZPUR/BINDUKURI
INM00042435,"Barmer, India",Barmer,BARMER
INM00042452,"Kota Aerodrome, India",Kota Aerodrome,KOTA AERODROME
INM00042474,"Allahabad/Ghoorpur, India",Allahabad,ALLAHABAD/GHOORPUR
INM00042475,"Allahabad/Bamhrauli, India",Allahabad,ALLAHABAD/BAMHRAULI
INM00042492,"Patna, India",Patna,PATNA
INM00042498,"Bhagalpur, India",Bhagalpur,BHAGALPUR
INM00042516,"Shillong, India",Shillong,SHILLONG
INM00042539,"Deesa, India",Deesa,DEESA
INM00042542,"Udaipur Dabok, India",Udaipur Dabok,UDAIPUR DABOK
INM00042543,"Udaipur, India",Udaipur,UDAIPUR
INM00042591,"Gaya (42591-0), India",Gaya (42591-0),GAYA (42591-0)
INM00042623,"Imphal/Tulihal, India",Imphal,IMPHAL/TULIHAL
INM00042634,"Bhuj-Rudramata, India",Bhuj-Rudramata,BHUJ-RUDRAMATA
INM00042647,"Ahmadabad, India",Ahmadabad,AHMADABAD
INM00042667,"Bhopal/Bairaghar, India",Bhopal,BHOPAL/BAIRAGHAR
INM00042675,"Jabalpur, India",Jabalpur,JABALPUR
INM00042700,"Usaf-Ds3-276, India",Usaf-Ds3-276,USAF-DS3-276
INM00042701,"M.O. Ranchi, India",M.O. Ranchi,M.O. RANCHI
INM00042704,"Usaf-Ds3-277, India",Usaf-Ds3-277,USAF-DS3-277
INM00042706,"Bankura, India",Bankura,BANKURA
INM00042724,"Agartala, India",Agartala,AGARTALA
INM00042726,"Lengpui, India",Lengpui,LENGPUI
INM00042734,"Jamnagar, India",Jamnagar,JAMNAGAR
INM00042779,"Pendra Road, India",Pendra Road,PENDRA ROAD
INM00042798,"Jamshedpur (42798-0), India",Jamshedpur (42798-0),JAMSHEDPUR (42798-0)
INM00042809,"Kolkata/Dum Dum, India",Kolkata,KOLKATA/DUM DUM
INM00042840,"Surat (42840-0), India",Surat (42840-0),SURAT (42840-0)
INM00042867,"Nagpur Sonegaon, India",Nagpur Sonegaon,NAGPUR SONEGAON
INM00042874,"Pbo Raipur, India",Pbo Raipur,PBO RAIPUR
INM00042886,"Jharsiguda, India",Jharsiguda,JHARSIGUDA
INM00042895,"Balasore, India",Balasore,BALASORE
INM00042909,"Veraval, India",Veraval,VERAVAL
INM00042970,"Cuttack, India",Cuttack,CUTTACK
INM00042971,"Bhubaneshwar, India",Bhubaneshwar,BHUBANESHWAR
INM00043003,"Bombay / Santacruz, India",Bombay ,BOMBAY / SANTACRUZ
INM00043014,"Aurangabad Airport, India",Aurangabad Airport,AURANGABAD AIRPORT
INM00043041,"Jagdalpur, India",Jagdalpur,JAGDALPUR
INM00043049,"Gopalpur, India",Gopalpur,GOPALPUR
INM00043063,"Pune, India",Pune,PUNE
INM00043086,"Ramgundam, India",Ramgundam,RAMGUNDAM
INM00043110,"Ratnagiri, India",Ratnagiri,RATNAGIRI
INM00043128,"Hyderabad Airport, India",Hyderabad Airport,HYDERABAD AIRPORT
INM00043150,"Vishakhapatnam/Waltair, India",Vishakhapatnam,VISHAKHAPATNAM/WALTAIR
INM00043181,"Vijayawada/Gannava, India",Vijayawada,VIJAYAWADA/GANNAVA
INM00043185,"Machilipatnam/Franchpet, India",Machilipatnam,MACHILIPATNAM/FRANCHPET
INM00043192,"Goa/Panjim, India",Goa,GOA/PANJIM
INM00043194,"Goa/Dabolim Airport, India",Goa,GOA/DABOLIM AIRPORT
INM00043201,"Gadag, India",Gadag,GADAG
